comentario,cluster_final,categoria_tema,tema_cluster,sentimento_cluster
"Soraya conseguiu se contradizer ao defender o fundão eleitoral, disse que precisava do fundão pois muitas mulheres não tinham dinheiro para financiar a própria campanha e brasileiro não tem  a cultura da doação, logo depois ela fala que foi eleita deputada sem usar fundão algum, só usando dinheiro de doações kkkkkk",4,outros,Desempenho e propostas das candidatas no debate,negativo
Religião não salva ninguém Deus não tem religião o povo tem que morre para o mundo e viver para Deus deixar as paixões mundana deixar os ídolos de madeira e barro não salva,-1,,,
Não sei quem mente mais Lula ou Bolsonaro,-1,,,
"Quem Ajuda O BOM EMPREENDEDOR , TAMBEM AJYDA À  CRIAR   TRABALHO E EMPREGO  , O BRASIL PRECISA MUITO !  É QUE DEIS NOS AJUDE  !  AMÉM   !",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"22 milhões de empregos? Final de Dilma eram 14-15 Mi de desempregados mentiroso miserável, cobra venenosa dos infernos!! 3:40:00",-1,,,
"Lula é igual aquela mulher infiel flagrada no motel com o amante, q ainda fala assim: ""não é nada disso q vc está pensando"".
Pqp.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Eles não entram lá pelo salário mas por todas as regalias que vem atrás e também poder roubar e garantir a impunidade pelo foro privilegiado.Aqui Brasil pobre e preso por roubar comida enquanto os poderosos roubam milhões.Sempre falo coloca eles pra sobreviver com o salário mínimo pra ver o que fariam.Tem tirar imposto de alimentação e não combustível porque as pessoas precisam comer e quem precisa comer nem carro tem.Sem falar que não é interessante pra eles que as pessoas estudem porque aí como eles vão conseguir manipular para ganhar voto.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"SUGESTOES DE REFORMAS PARA O GOVERSNO ATUAL

Sobre tais sugestões são livres para rejeitar, debater ou modificar; o intuito é criar novos métodos para melhorar ainda mais o governo atual.
Estarei me inspirando principalmente no Documento 72 do Livro de URÂNTIA e também no livro ARRET o Passado do planeta JA Dal Col.

1 - A Classe política: Ter somente o direito a um salário mínimo e o Sus como todos os demais trabalhadores. Retirar todas as regalias existentes.

2 - Criar o Imposto Único para todos; pessoas físicas e jurídicas, não excedendo mais de 12% do salário de cada tipo de profissão.

3 - Crime: Criar a pena de morte para crimes hediondos principalmente a corrupção, estupro e assassinato. Também para criminosos com mais de 2 vezes em detenção.
A pena de morte deve ser rápida e indolor com o consentimento do criminoso e familiares; podendo ser REVERTIDA a situação se o réu optar por trabalhar nos campos obrigatórios.
Os corpos dos executados devem ser usados logo de imediato na medicina para estudos quanto para doações de órgãos.
Para os demais crimes criar locais de trabalho obrigatório gerando produtos úteis para a sociedade pagando assim o débito que geraram, tendo a possibilidade de bom comportamento e produtividade retornarem à sociedade.

4 - Aumentar o salário de todos os trabalhadores da classe operária, construção, enfermagem e higienização em geral; todos os serviços pesados e repetitivos que exigem mais o físico.

5 - Criar um sistema educacional compulsório e misto nas escolas pré-universitárias, que os estudantes frequentem dos cinco aos dezoito anos. Depois dos três primeiros anos, todos os alunos tornem-se professores assistentes, instruindo os que estão abaixo deles.
Esse novo método de ensino deve ser baseado em criar cidadãos auto sustentáveis, comunicativos e colaboradores, tornando-os éticos e respeitosos; ambientado em uma programação que envolva a parte da manhã com disciplinas essenciais e à tarde com estudos nas oficinas e esportes. Todos os estudantes tem direito a todas as refeições mais lanches incluídos fornecidos pelo governo.
Criando assim escolas com oficinas equipadas disciplinares para o estudante se inspirar em alguma profissão desde pequeno a seu gosto, além das matérias essenciais já em execução.

6 - Criar agrovilas e vilas industriais com capacidade variáveis entre 50 a 200 famílias. 
“Os assentamentos devem seguir um modelo constituídas por um núcleo habitacional e de serviços comunitários localizados no centro da área destinada às atividades produtivas. Além das residências familiares, cada núcleo contara com diversas instalações de uso comum, como escolas, posto de saúde, mercado, almoxarifados de ferramentas e insumos, garagens de máquinas e veículos, armazém para estocagem da produção, praça pública, clube social e outros locais de lazer, além de serraria e marcenaria. O núcleo também contara com rede de água, esgoto e de energia elétrica solar, ou eólica, ou hidráulica a ser produzida em cada agrovila, conforme as características topográficas de cada uma delas.
Em seguida definir os tipos de culturas, piscicultura, agroindústrias e outras atividades que seriam desenvolvidas em cada agrovila, bem como, o tamanho das glebas individuais ou coletivas, as necessidades de assistência técnica e de suporte governamental para garantir a sustentabilidade, a rentabilidade e a continuidade operacional de cada uma delas. Para isso, levaram em consideração diversos fatores, como o tipo de terra propícia para cada atividade agrícola, os recursos hídricos necessários para irrigação, a topografia e o clima predominante”
Para isso todos os latifúndios com dívidas no governo ter a opção de pagá-las com terras; assim essas e outras que o governo já possui, criar as vilas equipadas, podendo ser utilizada também pela vizinhança local das vilas um direito do povo e para o povo.
Nas agrovilas ser o ideal meio hectare por família. Fazer uma chamada de interessados pra fazer parte das vilas e assim iniciar a construção de tais juntamente com elas com a ajuda de todos incluindo o exército.

7 - Criar uma lei de dever para quem pretende casar; fazer um curso de 1 ano antes do casamento de puericultura e educação financeira familiar, tendo profissionais de psicologia, enfermagem e financeiro. Também dar oportunidade para casais com experiências que desejem ajudar os novos casais. Disponibilizando o curso pelo governo gratuitamente, quem já é casado ter essa opção também.
Dentre outras reformas interessantes e ideias a ser debatidas.",-1,,,
O bozo: temos do nosso lado a verdade.kkkkkkkkkkkk melhor stand up ate hj,6,outros,Críticas a candidatos e alianças políticas,negativo
"Ninguém falou sobre o nióbio que o atual presidente falou tanto pra ser eleito, na eleição passada.",-1,,,
"Assistindo novamente kkkkk
Num dou  conta , tirar impostos,  dar 5mil kkkkkkkk,",-1,,,
Jornalixo Vera tv cultura faz pegunta imparcial contra o presidente da República. Cadê a imparcialidade?,-1,,,
Soraia criar um método de aprendizado em que a pessoa aprende sozinha. 🤣 😂,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Felipe Davila não entende porra nenhuma gasta 5% PIB a tantos anos! Como se fosse muito. Muito gasto do dinheiro público é porque estava sobrando ou seja muito gasto. 5%do PIB não é nada pra educação de verdade. Tai alguém que não sabe o que fala.,0,economia,Crescimento econômico e futuro do Brasil,negativo
"A verdade está escancarada em todo o território brasileiro, e as pesquisas só confirmam a vontade da maioria da população que votam, que o governo do presidente Lula foi o melhor, e estamos todos com saudade de termos a certeza que todos os brasileiros estão nesse momento dormindo de barriga cheia, com as três refeições diária, como foi e será o próximo governo de Lula. Então votar em Lula, é votar pelos nossos irmãos brasileiros, os mais esquecidos da sociedade.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Ciro é muito mentiroso. 30 milhões de gente passando fome no Brasil  mas no Ceará não tem e os alunos de la são tudo Einstein.,6,outros,Críticas a candidatos e alianças políticas,negativo
"2:07:15 momento em que o Lula pensa ""que que eu tô fazendo da minha vida?"" Sinceramente kk oq esse cara tá fazendo aí?! Nem consegue argumentar as perguntas dos outros candidatos! Com todo respeito.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
EU AMO VOCE LULA 🥰👏👏👏 Podem FALAR O QUE QUIZEREM MAS M VIDA SO MELHOROU QDO VOCE TAVA BO GOVERNO MONTEI COMÉRCIO COMPREI CARRO TERRENO ...IA PRA PRAIA ERA SOCIA D CLUBE IA TODA SEMNA P SHOPPING COMER COM MS FILHAS AGORA .. NAO POSSO NEM COMORA PAO E LEITE ..N FAZER COMPRA VOLTA LULA 👏🙏,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Bolsonaro grosso ofendendo a jornalista 🧐depois quer voto das mulheres,-1,,,
Amei vc Ciro ..MTA msm tudo fora do lugar ...uma bagunça todo mundo passando fome simmm eu trabalho em dois empregos e tô passando necessidade com duas filhas e um neto não tenho o dinheiro o entrar no mercado fazer compra ... Milho e pipoca 8reais o Kiko quase infartei carne 50reais o Kilo,6,outros,Críticas a candidatos e alianças políticas,negativo
Bolsonaro teve 4anos pra fazer alguma coisa pelo país ...não fez deixou todo mundo se ferrando ... Agora na eleição ele resolveu virar um santo e baixar gasolina dar auxílio ajudar taxista q bonzinho né ...acorda povo quem vcs acham q vai pagar essa conta ano q vem 🤔 nós msm povão,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse negócio é só pra dar risada msm KKKKKK,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Povo quer botar um ladrão na presidente  depois não reclama!! Diga  não a Lula ele vai perseguir as igrejas e se vcs crer em Deus vote em outro menos no Lula,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
22 é meu voto bora bolsonaro,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Estranho o Bolsonaro e o lula não tranzaram,-1,,,
PARABÉNS AO DEBATE  FEITO POR TODA EQUIPE DA BAND COM OS CANDIDATOS À PRESIDÊNCIA DO BRASIL.INFELIZMENTE NÃO HAVERÁ JEITO NUM PAÍS RICO ONDE A MAIORIA DA POPULAÇÃO PASSA FOME .EU TENHO E QUERO CONTINUAR A TER ORGULHO DA MINHA BANDEIRA 🇧🇷 E DE NOSSO HINO ONDE QUER QUE SEJAM CANTADOS E HASTEADAS,3,outros,Qualidade e organização do debate presidencial,positivo
"Soraia falar que 5bi é pouco pra financiar a campanha política é foda, só mais uma que quer usar e abusar do dinheiro público",-1,,,
"Dizer que o fundo eleitoral é necessário para financiar a democracia é foda, em plena era digital. E ainda mais 5 bi. Aí é foda viu",-1,,,
"A TABLET AOS 01:53:15 ""NOS VAMOS ACABAR COM AS MAIS DE 2000 CRECHES"" KKKKKKK",1,outros,Reações e humor a momentos do debate presidencial,misto
Ciro > All,6,outros,Críticas a candidatos e alianças políticas,negativo
Exatamente PT se vende pra governar infelizmente! Não tem 1 candidato bom senhor,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Seu Lula o que adianta criar tanta lei se não as cumpriram?,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Esse bolsonaro é uma piada de mal agoro ""não roubando "" kkk fala o criador do orçamento secreto ! Bizarro",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"O debate foi uma merda, o povo falar q foi bom é tenso.",-1,,,
Parabéns para o presidente Bolsonaro em chamar Lula pelo nome de ex presidiário kkkkkk. Foi o único que teve e têm coragem de dizer a verdade em uma emissora de televisão.,-1,,,
Ciro é  vagabundo,6,outros,Críticas a candidatos e alianças políticas,negativo
"Brother 
Toda vez que eu reasisto esse debate eu vejo o quão distopica anda a realidade da politica Br",-1,,,
"3:20:00
Kkkkkkkkkkkkkk 🤭",1,outros,Reações e humor a momentos do debate presidencial,misto
"Porque ""Bozzo não se vacinou🤔",-1,,,
"3:15:00
Com essa pergunta bozzo tá perdido🤭",1,outros,Reações e humor a momentos do debate presidencial,misto
"Deus tem que entrar na política sim! e escorraçar quem acha que cristãos não tem que tomar partido, nós cristão temos que nos posicionar, para que não sejamos calados futuramente por esse bando de hipócritas como as candidatas principalmente. Temos um presidente que está no poder e é cristão e se deus quiser vai continuar.",-1,,,
E 22 🇧🇷 🇧🇷 💛💚2️⃣2️⃣,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"2:18:00
""O coração deles e mais mole do que a língua 🤪 
Kkkkkkkkkkkkkk 🤭",1,outros,Reações e humor a momentos do debate presidencial,misto
"2:12:30
Vera mexeu na ferida de"" Bozzo🤡
Kkkkkkkkkkkkkk 🤭
O ""cara e braboooo😁",1,outros,Reações e humor a momentos do debate presidencial,misto
LULA  LADRÃO EX  PRESIDIÁRIOS !!!!!!,-1,,,
"Tirando a Vera Magalhães que foi imparcial em perguntar, parabéns a Band  que não fez militância a esquerda com a Globo fez ...🤭🤭🤭🤭",3,outros,Qualidade e organização do debate presidencial,positivo
"O Lula mentiu a vida inteira vai ser cara de pau no inferno ,ele é capaz de tomar o lugar do governante no inferno ...😂😂😂😂😂",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"TENHO NOJO DE POLÍTICA E DE PILITIQUEIROS...VAI TRABALHA VAGABUNDOS..
COMO TRABALHAMOS E PASSEM FOME COMO PADSAMOS.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Faltam 3 domingos pra acabar com a quadrilha PT 😆😆🤠 ieehuu ! 
22✅22✅22✅22✅🇧🇷🇧🇷🇧🇷🇧🇷",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Clark Kent brasileiro 2:03:00,1,outros,Reações e humor a momentos do debate presidencial,misto
"Bolsonaro é o melhor 
Ele não precisa de papel, texto pronto, ele fala com conhecimento, e sabedoria!",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Lula persuasivo e mentiroso de mais,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"2:07:00 Melhor parte ksksksksks
Deu tela azul no 9 dedos ksksksk",1,outros,Reações e humor a momentos do debate presidencial,misto
"Skskskskskskskskskskskskskkskskskskskskskksksjsjsksksksksksksksksksk meu deus, tamo tudo fudido",-1,,,
"""você dorme pensando em mim"" tanko nao",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Essa Simone Tebet fala em nome de toda a burguesia brasileira,sou de MS e sabemos que ela vai ser mais do mesmo.O Brasil hj tá desunido pq o atual presidente não governa pra agradar A ou B.
E por isso que muitos que o apoiavam,mudaram de lado...
Continuo sendo Bolsonaro,pq toda a crise não foi culpa dele,o mundo inteiro sofreu o impacto dessa pandemia,e não vamos esquecer o rombo que Lula e Dilma fizeram nas finanças do Brasil 👌",4,outros,Desempenho e propostas das candidatas no debate,negativo
